timestamp,title,reward_usd,link
2025-06-20T14:53:38.083110,"‘Sorry, Keir Starmer pretending to be Nigel Farage is not what I ordered’: the Stephen Collins cartoon",0.00,https://www.theguardian.com/lifeandstyle/picture/2025/jun/20/sorry-keir-starmer-pretending-to-be-nigel-farage-is-not-what-i-ordered-the-stephen-collins-cartoon
2025-06-20T14:53:38.152922,‘The railway that got the world on track’: a walk through 200 years of history in County Durham,0.00,https://www.theguardian.com/travel/2025/jun/17/world-first-passenger-railway-county-durham-stockton-and-darlington
2025-06-20T14:53:38.224732,From Joyce’s death mask to Bono’s sunglasses: a look around the Little Museum of Dublin’s grand curiosities,0.00,https://www.theguardian.com/travel/2025/jun/18/the-little-museum-of-dublin-reopens
2025-06-20T14:53:38.298533,A local’s guide to the best eats in Turin,0.00,https://www.theguardian.com/travel/2025/jun/19/locals-guide-best-affordable-eats-restaurants-turin
2025-06-20T14:53:38.366351,‘We danced and sang songs to pagan gods’: readers’ favourite midsummer trips,0.00,https://www.theguardian.com/travel/2025/jun/20/readers-favourite-midsummer-trips-europe
2025-06-20T14:53:38.447135,How I unlearned the internalised prejudice I had as a Black woman – one braid at a time,0.00,https://www.theguardian.com/fashion/2025/jun/18/how-i-unlearned-the-internalised-prejudice-i-had-as-a-black-woman-one-braid-at-a-time
2025-06-20T14:53:38.560834,Jess Cartner-Morley on fashion: finding the perfect summer jacket,0.00,https://www.theguardian.com/fashion/2025/jun/18/jess-cartner-morley-fashion-finding-the-perfect-summer-jacket
2025-06-20T14:53:38.664554,‘Fashion is about fantasy’: Max Mara’s short shorts are inspired by postwar Naples,0.00,https://www.theguardian.com/fashion/2025/jun/18/fashion-is-about-fantasy-max-maras-short-shorts-are-inspired-by-postwar-naples
2025-06-20T14:53:38.743343,What’s behind the return of mini-me dressing?,0.00,https://www.theguardian.com/fashion/2025/jun/19/mini-me-dressing-parents-dress-like-kids
2025-06-20T14:53:38.835097,I hate the way sneakers look on me – is there another comfortable shoe I can wear?,0.00,https://www.theguardian.com/wellness/2025/jun/12/knee-injury-shoes-sneakers
2025-06-20T14:53:38.919870,Is it true that … there’s no gain without pain?,0.00,https://www.theguardian.com/lifeandstyle/2025/jun/16/is-it-true-that-pain-after-workout-good-or-bad-delayed-onset-muscle-sorenes
2025-06-20T14:53:38.995668,I lost weight and now people treat me better. How do I reconcile this? | Leading questions,0.00,https://www.theguardian.com/lifeandstyle/2025/jun/19/i-lost-weight-and-now-people-treat-me-better-how-do-i-navigate-this
2025-06-20T14:53:39.068473,"EDF sent me a £2,700 bill in my first home after foster care",0.00,https://www.theguardian.com/money/2025/jun/17/edf-sent-me-a-2700-bill-in-my-first-home-after-foster-care
2025-06-20T14:53:39.150254,Keep burglars out: six ways to protect your home when you’re away,0.00,https://www.theguardian.com/money/2025/jun/17/keep-burglars-out-protect-your-home-away-holiday
2025-06-20T14:53:39.232035,Garmin Forerunner 970 review: the new benchmark for running watches,0.00,https://www.theguardian.com/technology/2025/jun/19/garmin-forerunner-970-review-running-watch-sports-tracker-smartwatch-torch
2025-06-20T14:53:39.320797,What to do if your mobile phone account is hacked or number stolen,0.00,https://www.theguardian.com/money/2025/jun/18/what-to-do-if-your-mobile-phone-account-is-hacked-or-number-stolen-sim-swap-scam
2025-06-20T14:53:39.398590,"The moment I knew: I worried he was a playboy, then a friend reassured me",0.00,https://www.theguardian.com/lifeandstyle/2025/jun/15/the-moment-i-knew-i-worried-he-was-a-playboy-then-a-friend-reassured-me
2025-06-20T14:53:39.480371,We use silly voices with each other – and it makes it hard to have a sex life,0.00,https://www.theguardian.com/lifeandstyle/2025/jun/17/we-use-silly-voices-with-each-other-and-it-makes-it-hard-to-have-a-sex-life
2025-06-20T14:53:39.555170,This is how we do it: ‘I prefer sex with someone who has erectile dysfunction’,0.00,https://www.theguardian.com/lifeandstyle/2025/jun/15/this-is-how-we-do-it-i-prefer-sex-with-someone-who-has-erectile-dysfunction
2025-06-20T14:53:39.665875,The shorter man’s search for love: ‘One woman cried when I told her how tall I am’,0.00,https://www.theguardian.com/lifeandstyle/2025/jun/18/the-shorter-mans-search-for-love-one-woman-cried-when-i-told-her-how-tall-i-am
2025-06-20T14:53:39.765608,The secret to crisp tofu | Kitchen aide,0.00,https://www.theguardian.com/food/2025/jun/17/whats-the-secret-to-really-crisp-tofu-kitchen-aide-anna-berrill
2025-06-20T14:53:39.863346,Rachel Roddy’s recipe for mini babas al rum | A kitchen in Rome,0.00,https://www.theguardian.com/food/2025/jun/19/mini-babas-al-rum-recipe-rachel-roddy
2025-06-20T14:53:39.941138,Helen Goh’s recipe for oat shortcakes with honey-roasted apricots and almond cream | The sweet spot,0.00,https://www.theguardian.com/food/2025/jun/20/oat-shortcakes-recipe-honey-roasted-apricots-almond-cream-helen-goh
2025-06-20T14:53:40.011949,Cocktail of the week: Prawn on the Lawn’s matcha whisky sour – recipe | The good mixer,0.00,https://www.theguardian.com/food/2025/jun/20/cocktail-of-the-week-prawn-on-the-lawn-matcha-whisky-sour-recipe
2025-06-20T14:53:40.085751,"‘It got messy’: the good, the bad and the sneezy of testing hay fever remedies",0.00,https://www.theguardian.com/thefilter/2025/jun/13/everything-i-learned-testing-hay-fever-remedies
2025-06-20T14:53:40.173517,The best fans to keep you cool: 14 tried and tested favourites to beat the heat,0.00,https://www.theguardian.com/thefilter/2025/jun/17/best-fans-uk
2025-06-20T14:53:40.251308,"The best summer shoes: 44 sandals, pumps and trainers for everyone",0.00,https://www.theguardian.com/thefilter/2025/jun/18/best-summer-shoes-sandals-women-men-kids-uk
2025-06-20T14:53:40.346055,Beat the heat: 14 expert tips for keeping cool in hot weather,0.00,https://www.theguardian.com/thefilter/2025/jun/19/how-to-keep-cool-hot-weather
2025-06-20T14:53:40.416866,Penthouses with a private terrace for sale in England and Scotland – in pictures,0.00,https://www.theguardian.com/money/gallery/2025/jun/20/penthouses-with-a-private-terrace-for-sale-in-england-and-scotland-in-pictures
2025-06-20T14:53:40.503633,Experience: I’ve walked across three countries in a straight line,0.00,https://www.theguardian.com/lifeandstyle/2025/jun/20/experience-walked-across-three-countries-straight-line
2025-06-20T14:53:40.578434,Double trouble: can James Gunn really make two separate Batman movies work?,0.00,https://www.theguardian.com/film/2025/jun/20/double-trouble-can-james-gunn-really-make-two-separate-batman-movies-work
2025-06-20T14:53:40.677169,From Jenny Saville’s gobsmacking show to a pomo celebration of Richard Rogers – the week in art,0.00,https://www.theguardian.com/artanddesign/2025/jun/20/jenny-saville-show-exhibition-national-portrait-gallery-the-week-in-art
2025-06-20T14:53:40.780891,‘It put the fear of God in the audience’: the incredible story of how Jaws changed Hollywood,0.00,https://www.theguardian.com/film/2025/jun/20/jaws-movie-hollywood
2025-06-20T14:53:40.854693,Post your questions for music legend PP Arnold,0.00,https://www.theguardian.com/music/2025/jun/19/post-your-questions-for-music-legend-pp-arnold
2025-06-20T14:53:40.949440,4.48 Psychosis review – bared anguish and delicate detail in Sarah Kane’s final play,0.00,https://www.theguardian.com/stage/2025/jun/19/448-psychosis-review-royal-court-theatre-london-sarah-kane-play
2025-06-20T14:53:41.078098,Abstract Erotic review – artworks as beguiling as they are compelling,0.00,https://www.theguardian.com/artanddesign/2025/jun/19/abstract-erotic-review-courtauld-gallery-london
2025-06-20T14:53:41.160874,"54.60 Africa review – a freewheeling, weeklong tour around the continent",0.00,https://www.theguardian.com/stage/2025/jun/20/5460-africa-review-arcola-theatre-london
2025-06-20T14:53:41.272576,"The Merry Widow review – come for the big tunes, stay for the birthday cement mixer",0.00,https://www.theguardian.com/music/2025/jun/20/the-merry-widow-review-lehar-opera-holland-park-london-savournin
2025-06-20T14:53:41.362337,MindsEye review – a dystopian future that plays like it’s from 2012,0.00,https://www.theguardian.com/games/2025/jun/13/mindseye-review-a-dystopian-future-that-plays-like-its-from-2012
2025-06-20T14:53:41.452096,"Pragmata, the quirky science-fiction game that’s back from the dead",0.00,https://www.theguardian.com/games/2025/jun/17/pragmata-quirky-science-fiction-game-capcom
2025-06-20T14:53:41.548395,Beyond Mario Kart World: what else is worth playing on Nintendo Switch 2?,0.00,https://www.theguardian.com/games/2025/jun/18/mario-kart-world-nintendo-switch-2-yakuza-0
2025-06-20T14:53:41.651120,The Maga-flavoured faux pas that shook the games industry,0.00,https://www.theguardian.com/games/2025/jun/18/pushing-buttons-maga-splitgate2-summer-games-fest
2025-06-20T14:53:41.743397,Great Black Hope by Rob Franklin review – privilege and race intersect in a fine debut,0.00,https://www.theguardian.com/books/2025/jun/18/great-black-hope-by-rob-franklin-review-privilege-and-race-intersect-in-a-fine-debut
2025-06-20T14:53:41.838144,How to Lose Your Mother by Molly Jong-Fast review – Erica Jong’s daughter on the worst year of her life,0.00,https://www.theguardian.com/books/2025/jun/19/how-to-lose-your-mother-erica-jong-molly-jong-fast
2025-06-20T14:53:41.925910,The best recent crime and thrillers – roundup,0.00,https://www.theguardian.com/books/2025/jun/20/the-best-recent-and-thrillers-roundup
2025-06-20T14:53:42.001221,Bring the House Down by Charlotte Runcie review – the joy of the hatchet job,0.00,https://www.theguardian.com/books/2025/jun/20/bring-the-house-down-by-charlotte-runcie-review-the-joy-of-the-hatchet-job
2025-06-20T14:53:42.084034,"La Mer: French Piano Trios album review – expansive, beguiling and unexpected",0.00,https://www.theguardian.com/music/2025/jun/19/la-mer-french-piano-trios-album-review-neave-trio-chandos
2025-06-20T14:53:42.151006,Duo Ruut: Ilmateade review – soft psych-folk channels hazy days and snowy rides | Jude Rogers' folk album of the month,0.00,https://www.theguardian.com/music/2025/jun/20/duo-ruut-ilmateade-review-estonian
2025-06-20T14:53:42.223005,Hotline TNT: Raspberry Moon review – love lights melodies through the fuzz,0.00,https://www.theguardian.com/music/2025/jun/20/hotline-tnt-raspberry-moon-review-third-man
2025-06-20T14:53:42.302988,Add to playlist: James K’s downtempo dream pop and the week’s best new tracks,0.00,https://www.theguardian.com/music/2025/jun/20/add-to-playlist-james-ks-downtempo-dream-pop-and-the-weeks-best-new-tracks
2025-06-20T14:53:42.379484,Grenfell: Uncovered review – heartwrenching account of avoidable tragedy,0.00,https://www.theguardian.com/film/2025/jun/20/grenfell-uncovered-review-heartwrenching-account-of-avoidable-tragedy
2025-06-20T14:53:42.449930,TV tonight: Noel Edmonds shows off his unusual new life in New Zealand,0.00,https://www.theguardian.com/tv-and-radio/2025/jun/20/tv-tonight-noel-edmonds-shows-off-his-unusual-new-life-in-new-zealand
2025-06-20T14:53:42.525728,And Just Like That ... The Sex and the City spin-off’s surprising take on race,0.00,https://www.theguardian.com/tv-and-radio/2025/jun/20/and-just-like-that-how-the-sex-and-the-city-spin-off-finally-got-it-right-on-race
2025-06-20T14:53:42.626458,Edinburgh festival 2025: 20 theatre shows to see this summer,0.00,https://www.theguardian.com/stage/2025/jun/20/edinburgh-festival-2025-20-theatre-shows-to-see-this-summer
2025-06-20T14:53:42.716218,"Hey aliens, here’s our new album! How do you follow up a 50-year-old record that’s hurtling through space?",0.00,https://www.theguardian.com/music/2025/jun/20/aliens-new-album-golden-record-space-voyager-chuck-berry
2025-06-20T14:53:42.802986,"‘You’d never make Slumdog today’: Danny Boyle on risks, regrets and returning to the undead",0.00,https://www.theguardian.com/film/ng-interactive/2025/jun/20/youd-never-make-slumdog-today-danny-boyle-on-risks-regrets-and-returning-to-the-undead
2025-06-20T14:53:42.901725,Paris airshow in subdued mood after deadly Air India crash,0.00,https://www.theguardian.com/business/2025/jun/20/paris-airshow-in-subdued-mood-after-deadly-air-india-crash
2025-06-20T14:53:42.996468,Hong Kong teachers allegedly told to avoid US Independence Day events,0.00,https://www.theguardian.com/world/2025/jun/20/hong-kong-teachers-allegedly-told-to-avoid-us-independence-day-events
2025-06-20T14:53:43.095204,Developing countries ‘need more debt relief’ to fund education and health,0.00,https://www.theguardian.com/world/2025/jun/20/developing-countries-debt-write-off-alleviate-extreme-poverty-report
2025-06-20T14:53:43.205908,Netanyahu stuns Israelis by describing ‘personal cost’ of Iran war – postponing son’s wedding,0.00,https://www.theguardian.com/world/2025/jun/19/netanyahu-son-wedding-comments-israel-backlash
2025-06-20T14:53:43.300170,UK grocery watchdog investigating Amazon over alleged supplier payment delays; company insolvencies jump – business live,0.00,https://www.theguardian.com/business/live/2025/jun/20/uk-government-borrowing-retail-sales-slide-may-stock-markets-oil-business-live-news-updates
2025-06-20T14:53:43.381950,"£5bn UK overseas aid cuts cannot be challenged in court, say government lawyers",0.00,https://www.theguardian.com/politics/2025/jun/20/5bn-uk-overseas-aid-cuts-cannot-be-challenged-in-court-say-government-lawyers
2025-06-20T14:53:43.465726,Emma Gilthorpe resigns as chief executive of Royal Mail,0.00,https://www.theguardian.com/business/2025/jun/20/emma-gilthorpe-resigns-chief-executive-royal-mail
2025-06-20T14:53:43.579422,Reeves may need to raise taxes by £20bn in autumn after UK borrowing rises,0.00,https://www.theguardian.com/business/2025/jun/20/uk-borrowing-rises-adding-to-pressure-on-rachel-reeves
2025-06-20T14:53:43.673172,Weather tracker: Mexico’s Pacific coast hit by tropical storm and hurricane,0.00,https://www.theguardian.com/world/2025/jun/20/weather-tracker-mexico-pacific-coast-tropical-storm-dalila-hurricane-erick
2025-06-20T14:53:43.769914,"A climate crisis, a ballot, and a chance at a new life in Australia",0.00,https://www.theguardian.com/environment/2025/jun/20/tuvalu-climate-crisis-australia-visa-ballot
2025-06-20T14:53:43.884191,Rare maccoa ducklings hatch at Chester zoo for first time,0.00,https://www.theguardian.com/environment/2025/jun/20/rare-maccoa-ducklings-hatch-chester-zoo
2025-06-20T14:53:43.976000,Conservationists race to rescue England’s turtle doves from extinction,0.00,https://www.theguardian.com/environment/2025/jun/20/conservationists-race-to-rescue-englands-turtle-doves-from-extinction
2025-06-20T14:53:44.070377,Norway backs Nato’s 5% defence spending target despite Spain rejecting it as ‘unreasonable’ – Europe live,0.00,https://www.theguardian.com/world/live/2025/jun/20/russia-attacks-ukraine-odesa-drones-black-sea-europe-live
2025-06-20T14:53:44.145179,Campaign for statue of British suffragette hero is hit by funding crisis,0.00,https://www.theguardian.com/politics/2025/jun/20/campaign-for-statue-of-british-suffragette-hero-is-hit-by-funding-crisis
2025-06-20T14:53:44.215988,Court lets Trump keep control of California national guard – US politics live,0.00,https://www.theguardian.com/us-news/live/2025/jun/20/us-politics-latest-news-donald-trump-national-guard-ice-republicans-democrats-live
2025-06-20T14:53:44.286798,England’s rivers ‘under threat’ as water extraction surges to record levels,0.00,https://www.theguardian.com/environment/2025/jun/20/england-rivers-water-extraction-record-levels
2025-06-20T14:53:44.360601,"Children suffered record levels of violence in conflict zones in 2024, UN report shows",0.00,https://www.theguardian.com/global-development/2025/jun/20/violence-against-children-conflict-zones-un-report
2025-06-20T14:53:44.427423,"Sports quiz of the week: Lions, Le Mans, Royal Ascot, Euros and Club World Cup",0.00,https://www.theguardian.com/sport/2025/jun/20/sports-quiz-lions-ascot-euros-club-world-cup-football-athletics-golf-rugby-racing-darts-hockey
2025-06-20T14:53:44.512196,The $10bn LA Lakers sale proves sports have outgrown even most billionaires,0.00,https://www.theguardian.com/sport/2025/jun/20/the-10bn-la-lakers-sale-proves-sports-have-outgrown-billionaires
2025-06-20T14:53:44.605946,‘How did I get here?’: GB basketball captain Temi Fágbénlé’s journey from shy London teen to WNBA,0.00,https://www.theguardian.com/sport/2025/jun/20/gb-basketball-captain-temi-fagbenle-journey-from-shy-london-teen-to-wnba
2025-06-20T14:53:44.683736,Why Hugo Ekitike is hot property in the summer transfer window,0.00,https://www.theguardian.com/football/who-scored-blog/2025/jun/20/hugo-ekitike-hot-property-summer-transfer-window-eintracht-frankfurt-striker
